Stat,Test,ODI,T20,IPL
Matches,0,15,84,92
Innings,0,10,29,15
Runs,0,56,89,32
Balls,0,52,86,47
Highest,0,18,12,10
Average,0,7,5.93,5.33
SR,0,107.70,103.49,68.09
Not Out,0,2,14,9
Fours,0,4,9,4
Sixes,0,3,3,0
Ducks,0,3,5,3
