batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahul Dravid,35,31,5,0,112.9,c R Rampaul b M Kartik
Shane Watson,6,9,1,0,66.67,c M Kartik b R Rampaul
Brad Hodge,13,17,1,0,76.47,c A Karthik b V Kumar
Shaun Tait,1,3,0,0,33.33,b RP Singh
S Sreesanth,0,2,0,0,0.0,lbw b V Kumar
Ajinkya Rahane,14,13,2,1,107.69,c T Dilshan b J Unadkat
Stuart Binny,33,20,4,1,165.0,c A Karthik b V Kumar
Siddharth Trivedi,3,6,0,0,50.0,c RP Singh b R Rampaul
James Faulkner,3,7,0,0,42.86,c R Rampaul b RP Singh
Dishant Yagnik,5,4,1,0,125.0,c R Rampaul b RP Singh
Ajit Chandila,4,6,0,0,66.67,not out
