batter,runs,balls,fours,sixes,strike_rate,dismissal
Rahul,4,6,0,0,66.67,c Kedar Jadhav b Bhuvneshwar
Mayank Agarwal,22,25,2,0,88.0,c Rashid Khan b Khaleel Ahmed
Gayle,15,17,2,0,88.24,lbw b Rashid Khan
Deepak Hooda,13,11,2,0,118.18,lbw b Abhishek Sharma
Henriques,14,17,0,0,82.35,st Bairstow b Abhishek Sharma
Shahrukh Khan,22,17,0,2,129.41,c Abhishek Sharma b Khaleel Ahmed
Fabian Allen,6,11,0,0,54.55,c Warner b Khaleel Ahmed
M Ashwin,9,10,1,0,90.0,c Bairstow b S Kaul
Shami,3,3,0,0,100.0,run out (Vijay Shankar/Bairstow)
Arshdeep Singh,1,2,0,0,50.0,not out
