batter,runs,balls,fours,sixes,strike_rate,dismissal
David Warner,35,20,3,2,175.0,c Rahul b Ravi Bishnoi
Jonny Bairstow,19,20,4,0,95.0,b M Ashwin
Manish Pandey,15,29,0,0,51.72,c (sub)J Suchith b Chris Jordan
Abdul Samad,7,5,1,0,140.0,c Chris Jordan b Shami
Vijay Shankar,26,27,4,0,96.3,c Rahul b Arshdeep Singh
Jason Holder,5,8,0,0,62.5,c Mandeep b Chris Jordan
Priyam Garg,3,5,0,0,60.0,c Chris Jordan b Arshdeep Singh
Rashid Khan,0,1,0,0,0.0,c Pooran b Chris Jordan
Sandeep Sharma,0,2,0,0,0.0,c M Ashwin b Arshdeep Singh
Khaleel Ahmed,0,2,0,0,0.0,run out (Ravi Bishnoi)
