Stat,Test,ODI,T20,IPL
Matches,0,2,9,63
Innings,0,1,4,9
Balls,0,30,55,81
Runs,0,28,75,143
Maidens,0,0,0,0
Wickets,0,0,5,3
Avg,0.0,0.0,15.0,47.67
Eco,0,5.6,8.18,10.59
SR,0.0,0.0,11.0,27.0
BBI,-/-,0/28,2/23,2/29
BBM,-/-,0/28,2/23,2/29
