Stat,Test,ODI,T20,IPL
Matches,0,2,9,63
Innings,0,2,7,58
Runs,0,24,133,1509
Balls,0,40,82,1099
Highest,0,22,35,104
Average,0,12,33.25,30.18
SR,0,60.00,162.20,137.31
Not Out,0,0,3,8
Fours,0,0,15,138
Sixes,0,1,5,67
Ducks,0,0,0,2
