batter,runs,balls,fours,sixes,strike_rate,dismissal
Sanju Samson,0,1,0,0,0.0,c L Simmons b McClenaghan
Karun Nair,21,15,3,1,140.0,c Rohit b Harbhajan
Shreyas Iyer,3,6,0,0,50.0,c Harbhajan b Malinga
Rishabh Pant,0,3,0,0,0.0,c L Simmons b Bumrah
Corey Anderson,10,8,2,0,125.0,c Karn Sharma b Malinga
Marlon Samuels,1,5,0,0,20.0,c Rohit b Karn Sharma
Pat Cummins,10,10,0,1,100.0,c Parthiv Patel b Harbhajan
Kagiso Rabada,0,5,0,0,0.0,c Rohit b Karn Sharma
Amit Mishra,9,14,0,0,64.29,not out
Mohammed Shami,7,4,0,1,175.0,c Pollard b Harbhajan
Zaheer Khan,2,11,0,0,18.18,c Nitish Rana b Karn Sharma
