Stat,Test,ODI,T20,IPL
Matches,0,0,0,16
Innings,0,0,0,14
Runs,0,0,0,195
Balls,0,0,0,114
Highest,0,0,0,34
Average,0,0,0,27.86
SR,0,0,0,171.06
Not Out,0,0,0,7
Fours,0,0,0,16
Sixes,0,0,0,12
Ducks,0,0,0,1
