batter,runs,balls,fours,sixes,strike_rate,dismissal
Shane Watson,28,30,2,0,93.33,c DJ Bravo b R Jadeja
Ajinkya Rahane,23,17,4,0,135.29,c DJ Bravo b Mohit Sharma
Rajat Bhatia,0,1,0,0,0.0,c du Plessis b Mohit Sharma
Steven Smith,4,6,0,0,66.67,b R Jadeja
James Faulkner,16,13,2,0,123.08,c DJ Bravo b Mohit Sharma
Ankit Sharma,0,1,0,0,0.0,c Nehra b DJ Bravo
Karun Nair,10,12,1,0,83.33,c Ashwin b R Jadeja
Sanju Samson,26,17,1,2,152.94,c Dwayne Smith b DJ Bravo
Chris Morris,16,10,0,1,160.0,not out
Pravin Tambe,1,1,0,0,100.0,not out
Deepak Hooda,15,14,1,0,107.14,c Raina b R Jadeja
