batter,runs,balls,fours,sixes,strike_rate,dismissal
Virender Sehwag,1,6,0,0,16.67,c M Hussey b A Morkel
Mahela Jayawardene,55,38,4,2,144.74,b R Ashwin
Venugopal Rao,10,7,0,1,142.86,run out (DJ Bravo/R Ashwin)
Ross Taylor,24,14,1,2,171.43,c S Raina b DJ Bravo
Naman Ojha,7,5,0,1,140.0,c M Vijay b S Jakati
David Warner,3,7,0,0,42.86,c M Vijay b B Hilfenhaus
Umesh Yadav,1,4,0,0,25.0,b R Ashwin
Varun Aaron,0,2,0,0,0.0,run out (M Dhoni)
Andre Russell,16,11,2,0,145.45,c DJ Bravo b R Ashwin
Sunny Gupta,0,1,0,0,0.0,st M Dhoni b S Jakati
Pawan Negi,8,6,0,1,133.33,not out
