over,runs,wickets
1,3,0
2,4,0
3,2,0
4,18,0
5,13,0
6,8,0
7,7,0
8,3,0
9,4,0
10,9,0
11,10,0
12,14,0
13,4,0
14,7,0
15,6,0
16,10,0
17,5,0
18,14,0
19,10,0
20,9,0
