over,runs,wickets
1,6,0
2,14,0
3,13,0
4,7,0
5,6,0
6,5,0
7,10,0
8,5,0
9,10,0
10,7,0
11,6,0
12,15,0
13,14,0
14,11,0
15,11,0
16,1,0
17,2,0
18,2,0
19,8,0
20,11,0
