bowler,overs,maidens,runs,wickets,economy
Praveen Kumar,4,1,37,2,9.25
Ryan Harris,4,0,25,1,6.25
Ryan McLaren,4,0,31,0,7.75
Piyush Chawla,3,0,33,1,11.0
Abhishek Nayar,2,0,24,0,12.0
Bhargav Bhatt,3,0,35,0,11.67
