over,runs,wickets
1,6,0
2,13,0
3,7,0
4,9,0
5,9,0
6,10,0
7,12,0
8,15,0
9,7,0
10,15,0
11,6,0
12,11,0
13,2,0
14,5,0
15,8,0
16,4,0
17,8,0
18,10,0
19,12,0
20,11,0
