batter,runs,balls,fours,sixes,strike_rate,dismissal
Rohit Sharma,2,8,0,0,25.0,c and b Hardik Pandya
Ishan Kishan,13,21,1,0,61.9,c Joshua Little b Rashid Khan
Cameron Green,33,26,0,3,126.92,b Noor Ahmad
Tilak Varma,2,3,0,0,66.67,lbw b Rashid Khan
Suryakumar Yadav,23,12,3,1,191.67,c and b Noor Ahmad
Tim David,0,2,0,0,0.0,c Abhinav Manohar b Noor Ahmad
Nehal Wadhera,40,21,3,3,190.48,c Shami b Mohit Sharma
Piyush Chawla,18,12,1,1,150.0,run out (W Saha/Mohit Sharma)
Arjun Tendulkar,13,9,0,1,144.44,c Joshua Little b Mohit Sharma
Jason Behrendorff,3,4,0,0,75.0,not out
Riley Meredith,0,2,0,0,0.0,not out
