batter,runs,balls,fours,sixes,strike_rate,dismissal
Jason Roy,34,21,6,0,161.9,c Krunal Pandya b Boult
Abhishek Sharma,33,16,4,1,206.25,c Coulter-Nile b Neesham
Manish Pandey,69,41,7,2,168.29,not out
Mohammad Nabi,3,4,0,0,75.0,c Pollard b Chawla
Abdul Samad,2,3,0,0,66.67,c Pollard b Neesham
Priyam Garg,29,21,2,1,138.1,c Hardik Pandya b Bumrah
Jason Holder,1,2,0,0,50.0,c Boult b Coulter-Nile
Rashid Khan,9,5,2,0,180.0,c and b Bumrah
Wriddhiman Saha,2,5,0,0,40.0,c and b Coulter-Nile
Siddarth Kaul,1,3,0,0,33.33,not out
