Stat,Test,ODI,T20,IPL
Matches,0,0,9,0
Innings,0,0,3,0
Balls,0,0,18,0
Runs,0,0,38,0
Maidens,0,0,0,0
Wickets,0,0,1,0
Avg,0.0,0.0,38.0,0.0
Eco,0,0,12.67,0
SR,0.0,0.0,18.0,0.0
BBI,-/-,-/-,1/11,-/-
BBM,-/-,-/-,1/11,-/-
