batter,runs,balls,fours,sixes,strike_rate,dismissal
Priyansh Arya,6,9,1,0,66.67,c Stubbs b Mustafizur
Prabhsimran,28,18,4,1,155.56,b Vipraj Nigam
Josh Inglis,32,12,3,2,266.67,st Stubbs b Vipraj Nigam
Shreyas Iyer,53,34,5,2,155.88,c Mohit Sharma b Kuldeep Yadav
Nehal Wadhera,16,16,1,0,100.0,c du Plessis b Mukesh Kumar
Shashank Singh,11,10,0,0,110.0,c Stubbs b Mustafizur
Stoinis,44,16,3,4,275.0,not out
Azmatullah,1,3,0,0,33.33,c Sameer Rizvi b Kuldeep Yadav
Marco Jansen,0,2,0,0,0.0,c Stubbs b Mustafizur
Harpreet Brar,7,2,0,1,350.0,not out
