bowler,overs,maidens,runs,wickets,economy
Mukesh Kumar,4,0,49,1,12.2
Mustafizur,4,0,33,3,8.2
Mohit Sharma,4,0,47,0,11.8
Vipraj Nigam,4,0,38,2,9.5
Kuldeep Yadav,4,0,39,2,9.8
