over,runs,wickets
1,4,0
2,16,0
3,5,0
4,12,0
5,11,0
6,1,0
7,7,0
8,10,0
9,8,0
10,11,0
11,8,0
12,9,0
13,9,0
14,8,0
15,16,0
16,19,0
17,8,0
18,16,0
19,17,0
20,15,0
