bowler,overs,maidens,runs,wickets,economy
Harpreet Brar,4,0,33,1,8.2
Arshdeep Singh,4,0,33,0,8.2
Rabada,4,0,44,2,11.0
Sam Curran,2,0,18,0,9.0
Harshal Patel,4,0,44,1,11.0
Raza,2,0,22,0,11.0
