bowler,overs,maidens,runs,wickets,economy
Iqbal Abdulla,4,0,26,1,6.5
Marchant de Lange,4,0,34,3,8.5
Jacques Kallis,2,0,16,1,8.0
Sunil Narine,4,1,13,1,3.25
Rajat Bhatia,4,0,27,1,6.75
Yusuf Pathan,2,0,23,0,11.5
