batter,runs,balls,fours,sixes,strike_rate,dismissal
Rohit,12,10,2,0,120.0,c Sam Curran b Chawla
de Kock,33,20,5,0,165.0,c Watson b Sam Curran
Suryakumar Yadav,17,16,2,0,106.25,c Sam Curran b D Chahar
Saurabh Tiwary,42,31,3,1,135.48,c du Plessis b Ravindra Jadeja
Hardik Pandya,14,10,0,2,140.0,c du Plessis b Ravindra Jadeja
Pollard,18,14,1,1,128.57,c Dhoni b Lungi Ngidi
Krunal Pandya,3,3,0,0,100.0,c Dhoni b Lungi Ngidi
James Pattinson,11,8,2,0,137.5,c du Plessis b Lungi Ngidi
Rahul Chahar,2,4,0,0,50.0,not out
Boult,0,1,0,0,0.0,b D Chahar
Bumrah,5,3,0,0,166.67,not out
