bowler,overs,maidens,runs,wickets,economy
Praveen Kumar,3,0,26,0,8.67
Ryan Harris,4,0,35,1,8.75
Bhargav Bhatt,3,0,33,0,11.0
Piyush Chawla,4,0,48,0,12.0
Paul Valthaty,4,0,24,1,6.0
Ryan McLaren,2,0,24,0,12.0
