batter,runs,balls,fours,sixes,strike_rate,dismissal
Shaik Rasheed,11,12,1,1,91.67,c Shashank Singh b Arshdeep Singh
Ayush Mhatre,7,6,1,0,116.67,c Shreyas Iyer b Marco Jansen
Sam Curran,88,47,9,4,187.23,c Josh Inglis b Marco Jansen
Ravindra Jadeja,17,12,4,0,141.67,c Josh Inglis b Harpreet Brar
Dewald Brevis,32,26,2,1,123.08,b Azmatullah
Shivam Dube,6,6,1,0,100.0,c Shashank Singh b Arshdeep Singh
Dhoni,11,4,1,1,275.0,c Nehal Wadhera b Chahal
Deepak Hooda,2,2,0,0,100.0,c Priyansh Arya b Chahal
Anshul Kamboj,0,1,0,0,0.0,b Chahal
Noor Ahmad,0,1,0,0,0.0,c Marco Jansen b Chahal
