batter,runs,balls,fours,sixes,strike_rate,dismissal
Shane Watson,10,5,2,0,200.0,c D Karthik b Aravind
Ajinkya Rahane,42,39,4,0,107.69,c de Villiers b Chahal
Dhawal Kulkarni,3,9,0,0,33.33,b Chahal
Stuart Binny,0,1,0,0,0.0,run out (Chahal/D Karthik)
Steven Smith,12,13,1,0,92.31,c de Villiers b D Wiese
James Faulkner,4,4,1,0,100.0,c & b Aravind
Ankit Sharma,7,5,1,0,140.0,not out
Karun Nair,12,13,2,0,92.31,c D Karthik b Harshal Patel
Sanju Samson,5,8,0,0,62.5,c D Karthik b Harshal Patel
Chris Morris,0,3,0,0,0.0,c Chahal b M Starc
Deepak Hooda,11,14,0,0,78.57,c M Starc b D Wiese
