batter,runs,balls,fours,sixes,strike_rate,dismissal
Abhishek Sharma,9,10,1,0,90.0,c Russell b Thakur
Mayank Agarwal,18,11,2,1,163.64,c Gurbaz b Harshit Rana
Rahul Tripathi,20,9,3,1,222.22,c Vaibhav Arora b Russell
Aiden Markram,41,40,4,0,102.5,c Rinku Singh b Vaibhav Arora
Harry Brook,0,4,0,0,0.0,lbw b Anukul Roy
Heinrich Klaasen,36,20,1,3,180.0,c Russell b Thakur
Abdul Samad,21,18,3,0,116.67,c Anukul Roy b Chakaravarthy
Marco Jansen,1,4,0,0,25.0,c Gurbaz b Vaibhav Arora
Bhuvneshwar Kumar,5,5,1,0,100.0,not out
Mayank Markande,1,2,0,0,50.0,not out
