over,runs,wickets
1,9,0
2,13,0
3,4,0
4,9,0
5,1,0
6,8,0
7,9,0
8,7,0
9,9,0
10,7,0
11,5,0
12,10,0
13,2,0
14,16,0
15,4,0
16,7,0
17,14,0
18,13,0
19,4,0
20,11,0
