Stat,Test,ODI,T20,IPL
Matches,0,0,0,33
Innings,0,0,0,5
Balls,0,0,0,52
Runs,0,0,0,76
Maidens,0,0,0,0
Wickets,0,0,0,0
Avg,0.0,0.0,0.0,0.0
Eco,0,0,0,8.77
SR,0.0,0.0,0.0,0.0
BBI,-/-,-/-,-/-,0/9
BBM,-/-,-/-,-/-,0/9
