batter,runs,balls,fours,sixes,strike_rate,dismissal
Brett Lee,5,6,1,0,83.33,c Rahul Shukla b S Sreesanth
Jacques Kallis,0,1,0,0,0.0,c D Yagnik b Rahul Shukla
Gautam Gambhir,22,22,1,1,100.0,c D Yagnik b S Trivedi
Eoin Morgan,51,38,3,3,134.21,b K Cooper
Manoj Tiwary,14,13,1,0,107.69,lbw b S Trivedi
Yusuf Pathan,0,2,0,0,0.0,c D Yagnik b K Cooper
Rajat Bhatia,12,7,2,0,171.43,c S Binny b Shaun Tait
Laxmi Shukla,2,9,0,0,22.22,c Rahul Shukla b S Trivedi
Manvinder Bisla,1,4,0,0,25.0,b Rahul Shukla
Sunil Narine,2,2,0,0,100.0,not out
Mohammed Shami,5,10,0,0,50.0,c A Rahane b K Cooper
