batter,runs,balls,fours,sixes,strike_rate,dismissal
Harbhajan Singh,2,3,0,0,66.67,c Vijay b Parnell
Rohit Sharma,30,21,4,0,142.86,b Unadkat
Lendl Simmons,35,25,5,0,140.0,c Parnell b Tahir
Kieron Pollard,11,8,0,1,137.5,c D Karthik b Unadkat
Pragyan Ojha,2,2,0,0,100.0,run out (M Tiwary/D Karthik)
Michael Hussey,56,33,7,2,169.7,run out (K Jadhav/D Karthik)
Ambati Rayudu,2,3,0,0,66.67,c Vijay b S Nadeem
Aditya Tare,14,8,3,0,175.0,c K Jadhav b Tahir
Marchant de Lange,1,2,0,0,50.0,c D Karthik b Tahir
Jasprit Bumrah,0,2,0,0,0.0,not out
Shreyas Gopal,11,10,1,0,110.0,run out (D Karthik)
